"gene_id","marker_symbol","ensembl_id","feature_types","biotypes"
"MGI:1923428","Coa5","ENSMUSG00000026112","protein coding gene","NOVEL_protein_coding|protein-coding|protein_coding"
"MGI:1095415","Col19a1","ENSMUSG00000026141","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:88453","Col3a1","ENSMUSG00000026043","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:104688","Col4a3","ENSMUSG00000079465","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:104687","Col4a4","ENSMUSG00000067158","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:88458","Col5a2","ENSMUSG00000026042","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:88461","Col6a3","ENSMUSG00000048126","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:88465","Col9a1","ENSMUSG00000026147","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2138232","Colgalt2","ENSMUSG00000032649","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1334462","Copa","ENSMUSG00000026553","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1349415","Cops5","ENSMUSG00000025917","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1349388","Cops7b","ENSMUSG00000026240","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1915363","Cops8","ENSMUSG00000034432","protein coding gene","protein-coding|protein_coding"
"MGI:1915126","Coq10b","ENSMUSG00000025981","protein coding gene","protein-coding|protein_coding"
"MGI:1913609","Cox20","ENSMUSG00000026500","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:88475","Cox5b","ENSMUSG00000061518","protein coding gene","protein-coding|protein_coding"
"MGI:3045348","Cpa6","ENSMUSG00000042501","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:891996","Cps1","ENSMUSG00000025991","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:88513","Cr1l","ENSMUSG00000016481","protein coding gene","protein-coding|protein_coding"
"MGI:88489","Cr2","ENSMUSG00000026616","protein coding gene|protein coding gene","protein-coding|protein_coding"
"MGI:88489","Cr2","ENSMUSG00000094924","protein coding gene|protein coding gene","protein-coding|protein_coding"
"MGI:2136343","Crb1","ENSMUSG00000063681","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:88494","Creb1","ENSMUSG00000025958","protein coding gene","protein-coding|protein_coding"
"MGI:1344382","Creg1","ENSMUSG00000040713","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1928333","Creg2","ENSMUSG00000050967","protein coding gene","protein-coding|protein_coding"
"MGI:1925331","Crisp4","ENSMUSG00000025774","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1934666","Crispld1","ENSMUSG00000025776","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:88512","Crp","ENSMUSG00000037942","protein coding gene","protein-coding|protein_coding"
"MGI:104336","Cryba2","ENSMUSG00000006546","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:88521","Cryga","ENSMUSG00000044429","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:88522","Crygb","ENSMUSG00000073658","protein coding gene","protein-coding|protein_coding"
"MGI:88523","Crygc","ENSMUSG00000025952","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:88524","Crygd","ENSMUSG00000067299","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:88525","Cryge","ENSMUSG00000070870","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:88526","Crygf","ENSMUSG00000025945","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2681832","Cspp1","ENSMUSG00000056763","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:88549","Csrp1","ENSMUSG00000026421","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2654470","Ctdsp1","ENSMUSG00000026176","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:88556","Ctla4","ENSMUSG00000026011","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:107361","Ctse","ENSMUSG00000004552","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1347360","Cul3","ENSMUSG00000004364","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2448715","Cxcr1","ENSMUSG00000048480","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:105303","Cxcr2","ENSMUSG00000026180","protein coding gene","protein-coding|protein_coding"
"MGI:109563","Cxcr4","ENSMUSG00000045382","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:109562","Cxcr7","ENSMUSG00000044337","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1919267","Cyb5r1","ENSMUSG00000026456","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1925201","Cyp20a1","ENSMUSG00000049439","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:88594","Cyp27a1","ENSMUSG00000026170","protein coding gene","protein-coding|protein_coding"
"MGI:2444614","D130058E05Rik","ENSMUSG00000092627","protein coding gene","KNOWN_protein_coding|protein_coding"
"MGI:1277184","D1Ertd622e","ENSMUSG00000044768","protein coding gene","NOVEL_protein_coding|protein-coding|protein_coding"
"MGI:91842","D1Pas1","ENSMUSG00000039224","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2138209","D2hgdh","ENSMUSG00000073609","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2138198","D630023F18Rik","ENSMUSG00000044816","protein coding gene","NOVEL_protein_coding|protein-coding|protein_coding"
"MGI:104849","Daf2","ENSMUSG00000026401","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1097689","Darc","ENSMUSG00000037872","protein coding gene","protein-coding|protein_coding"
"MGI:2442544","Dars","ENSMUSG00000026356","protein coding gene","protein-coding|protein_coding"
"MGI:2442510","Dars2","ENSMUSG00000026709","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1923089","Daw1","ENSMUSG00000053161","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:94865","Dbi","ENSMUSG00000026385","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1921356","Dcaf6","ENSMUSG00000026571","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:91860","Dcaf8","ENSMUSG00000026554","protein coding gene","protein-coding|protein_coding"
"MGI:1345277","Ddr2","ENSMUSG00000026674","protein coding gene","protein-coding|protein_coding"
"MGI:1914192","Ddx18","ENSMUSG00000001674","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1915247","Ddx59","ENSMUSG00000026404","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1333874","Dedd","ENSMUSG00000013973","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:3648148","Defb18","ENSMUSG00000073735","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1924923","Defb41","ENSMUSG00000067773","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1097711","Degs1","ENSMUSG00000038633","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2447812","Dennd1b","ENSMUSG00000056268","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:94885","Des","ENSMUSG00000026208","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1926075","Desi2","ENSMUSG00000026502","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2138334","Dgkd","ENSMUSG00000070738","protein coding gene","protein-coding|protein_coding"
"MGI:108177","Dhx9","ENSMUSG00000042699","protein coding gene","protein-coding|protein_coding"
"MGI:2138080","Diexf","ENSMUSG00000016181","protein coding gene","protein-coding|protein_coding"
"MGI:2442555","Dis3l2","ENSMUSG00000053333","protein coding gene","protein-coding|protein_coding"
"MGI:1916147","Disp1","ENSMUSG00000030768","protein coding gene","protein-coding|protein_coding"
"MGI:2444525","Dnah14","ENSMUSG00000047369","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2685838","Dnah7a","ENSMUSG00000096141","protein coding gene","protein-coding|protein_coding"
"MGI:2684953","Dnah7b","ENSMUSG00000041144","protein coding gene","protein-coding|protein_coding"
"MGI:3639762","Dnah7c","ENSMUSG00000095861","protein coding gene","protein-coding|protein_coding"
"MGI:1928739","Dnajb2","ENSMUSG00000026203","protein coding gene","protein-coding|protein_coding"
"MGI:1306822","Dnajb3","ENSMUSG00000081984","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2152889","Dner","ENSMUSG00000036766","protein coding gene","protein-coding|protein_coding"
"MGI:1341299","Dnm3","ENSMUSG00000040265","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1278328","Dnpep","ENSMUSG00000026209","protein coding gene","protein-coding|protein_coding"
"MGI:2146320","Dock10","ENSMUSG00000038608","protein coding gene","protein-coding|protein_coding"
"MGI:2442409","Dpp10","ENSMUSG00000036815","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1928392","Dpt","ENSMUSG00000026574","protein coding gene","protein-coding|protein_coding"
"MGI:2442948","Dsel","ENSMUSG00000038702","protein coding gene","protein-coding|protein_coding"
"MGI:104627","Dst","ENSMUSG00000026131","protein coding gene","protein-coding|protein_coding"
"MGI:1925064","Dstyk","ENSMUSG00000042046","protein coding gene","protein-coding|protein_coding"
"MGI:1924093","Dtl","ENSMUSG00000037474","protein coding gene","protein-coding|protein_coding"
"MGI:108396","Dtymk","ENSMUSG00000026281","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1927070","Dusp10","ENSMUSG00000039384","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1890614","Dusp12","ENSMUSG00000026659","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1915690","Dusp23","ENSMUSG00000026544","protein coding gene","protein-coding|protein_coding"
"MGI:2685055","Dusp27","ENSMUSG00000026564","protein coding gene","protein-coding|protein_coding"
"MGI:1914696","Dusp28","ENSMUSG00000047067","protein coding gene","protein-coding|protein_coding"
"MGI:1330300","Dyrk3","ENSMUSG00000016526","protein coding gene","protein-coding|protein_coding"
"MGI:2685061","Dytn","ENSMUSG00000069085","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:3045962","E030010N08Rik","ENSMUSG00000084989","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1343461","Ecel1","ENSMUSG00000026247","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1914217","Edem3","ENSMUSG00000043019","protein coding gene","protein-coding|protein_coding"
"MGI:1929520","Eef1b2","ENSMUSG00000025967","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1915476","Efcab2","ENSMUSG00000026495","protein coding gene","protein-coding|protein_coding"
"MGI:1919127","Efhc1","ENSMUSG00000041809","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1921607","Efhd1","ENSMUSG00000026255","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:109342","Eif2d","ENSMUSG00000026427","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1914440","Eif4e2","ENSMUSG00000026254","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2441772","Eif5b","ENSMUSG00000026083","protein coding gene","protein-coding|protein_coding"
"MGI:1101781","Elf3","ENSMUSG00000003051","protein coding gene","protein-coding|protein_coding"
"MGI:102853","Elk4","ENSMUSG00000026436","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:95389","En1","ENSMUSG00000058665","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:108360","Enah","ENSMUSG00000022995","protein coding gene","protein-coding|protein_coding"
"MGI:103006","Epb4.1l5","ENSMUSG00000026383","protein coding gene","protein-coding|protein_coding"
"MGI:98277","Epha4","ENSMUSG00000026235","protein coding gene","protein-coding|protein_coding"
"MGI:95405","Ephx1","ENSMUSG00000038776","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:97838","Eprs","ENSMUSG00000026615","protein coding gene","protein-coding|protein_coding"
"MGI:104771","Erbb4","ENSMUSG00000062209","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:103582","Ercc5","ENSMUSG00000026048","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2685402","Espnl","ENSMUSG00000049515","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1347056","Esrrg","ENSMUSG00000026610","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2443760","Etnk2","ENSMUSG00000070644","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1349427","Exo1","ENSMUSG00000039748","protein coding gene","protein-coding|protein_coding"
"MGI:109344","Eya1","ENSMUSG00000025932","protein coding gene","protein-coding|protein_coding"
"MGI:1321398","F11r","ENSMUSG00000038235","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:88379","F13b","ENSMUSG00000026368","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:88382","F5","ENSMUSG00000026579","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1916419","Faim3","ENSMUSG00000042474","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1920000","Fam117b","ENSMUSG00000041040","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:3026880","Fam124b","ENSMUSG00000043230","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1098784","Fam126b","ENSMUSG00000038174","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2137237","Fam129a","ENSMUSG00000026483","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:3606476","Fam132b","ENSMUSG00000047443","protein coding gene","protein-coding|protein_coding"
"MGI:2388278","Fam134a","ENSMUSG00000049339","protein coding gene","protein-coding|protein_coding"
"MGI:1915437","Fam135a","ENSMUSG00000026153","protein coding gene","protein-coding|protein_coding"
"MGI:3645495","Fam150a","ENSMUSG00000087247","protein coding gene","protein-coding|protein_coding"
"MGI:3618859","Fam163a","ENSMUSG00000015484","protein coding gene","protein-coding|protein_coding"
"MGI:2448487","Fam168b","ENSMUSG00000037503","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1914948","Fam174a","ENSMUSG00000051185","protein coding gene","protein-coding|protein_coding"
"MGI:3026913","Fam178b","ENSMUSG00000046337","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2443990","Fam20b","ENSMUSG00000033557","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2443333","Fam5b","ENSMUSG00000004031","protein coding gene","protein-coding|protein_coding"
"MGI:2443035","Fam5c","ENSMUSG00000035131","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:3588202","Fam71a","ENSMUSG00000091017","protein coding gene","protein-coding|protein_coding"
"MGI:1919669","Fam72a","ENSMUSG00000055184","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2443050","Fam78b","ENSMUSG00000060568","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2385126","Farp2","ENSMUSG00000034066","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1346035","Farsb","ENSMUSG00000026245","protein coding gene","protein-coding|protein_coding"
"MGI:99255","Fasl","ENSMUSG00000000817","protein coding gene","protein-coding|protein_coding"
"MGI:1922869","Fastkd2","ENSMUSG00000025962","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1261890","Fbxo28","ENSMUSG00000047539","protein coding gene","protein-coding|protein_coding"
"MGI:1289192","Fbxo36","ENSMUSG00000073633","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1927803","Fcamr","ENSMUSG00000026415","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
